srcYear,srcStateName,City name,Location name,Number of Monitoring Days,Minimum Concentration of Sulphur Dioxide (SO2) (24-hourly average),Maximum Concentration of Sulphur Dioxide (SO2) (24-hourly average),Concentration of Sulphur Dioxide (SO2) (Annual average),YearCode,Year
2020,Madhya Pradesh,Satna,"MPPCB,Dharwari GaliNo.5,House No.318",,2.0,7.0,4.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Chandrapur,"Muncipal Council, Ballarshah",,4.0,5.0,4.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Dombivali/Ambernath,Dombivali MIDC PhaseII,,10.0,40.0,21.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Jalgaon,B. J. Market,,8.0,16.0,11.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Jalgaon,Girna water tank,,8.0,16.0,11.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Jalgaon,MIDC Jalgaon,,8.0,15.0,11.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Jalna,"Bachat Bhawan, Near S P Office",,4.0,12.0,9.0,2020,"Calendar Year (Jan - Dec), 2020"
2021,Gujarat,Surat,,,,,20.0,2021,"Calendar Year (Jan - Dec), 2021"
2020,Maharashtra,Jalna,"Krishidhan Seeds Ltd, MIDC Area",,5.0,12.0,9.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Kolhapur,"University Campus, Shivaji University",,5.0,20.0,11.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Kolhapur,"Ruikar Trust, S.T. Stand",,11.0,40.0,24.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Kolhapur,"Mahadwar Road, Near Mahalaxmi Temple",,9.0,28.0,16.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Nagpur,Institution of Engineers,,4.0,21.0,9.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Nagpur,"Govt. Polytechnic College, Sadar",,4.0,34.0,10.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Nagpur,MIDC Office Hingana Road,,4.0,21.0,9.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Nagpur,"MPCB Office Premises, Civil Lines",,4.0,22.0,8.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Nashik,R.T.O. Colony Tank,,2.0,16.0,6.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Nashik,"VIP Industrial Area, MIDC Satpura",,2.0,13.0,5.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Nashik,Nashik Municipal Council Building,,2.0,14.0,6.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Nashik,"MPCB Sub R.O. Udyog Bhawan, Nashik",,2.0,15.0,6.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Navi Mumbai,"T.B.I.A, Rabale Airoli, TTC",,11.0,20.0,14.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Navi Mumbai,"Dr. D.Y. Patil College, Nerul, TTC",,11.0,19.0,14.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Navi Mumbai,"MPCB Lab, Mhape, TTC",,11.0,20.0,13.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Navi Mumbai,CIDCO Nodal Office Kharghar,,6.0,19.0,13.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Navi Mumbai,"Water Pump House, Panvel, Taloja",,6.0,19.0,13.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Navi Mumbai,"MIDC Collom Facility Building, Taloja",,9.0,19.0,14.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,PimpriChinchwad,"Bank of Baroda Builing, Near M.C Builiding",,6.0,86.0,16.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Pune,"Maratha Chamber of commerce, Bhosari",,7.0,42.0,14.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Pune,State Electricity Board BLDG Nalstop,,6.0,38.0,14.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Pune,Swargate Police Chawki,,6.0,31.0,16.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Sangli,"Udyog bhavan / SRO, MPCB Sangli",,3.0,13.0,8.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Sangli,Sangli Miraj Primary school Building,,3.0,19.0,9.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Sangli,Krishna Valley School,,3.0,17.0,9.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Solapur,WIT Campus,,4.0,16.0,8.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Solapur,Voronoko School / Chitale Clinic,,5.0,15.0,9.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Thane,"Maternity Hospital, Dhobighat, Thane East",,11.0,30.0,19.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Thane,"Shahu Market,Naupada, Thane West",,11.0,31.0,21.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Thane,"Kolshet and Balkum, Thane West",,10.0,29.0,19.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Ulhasnagar,Smt. C. H. M. College Campus,,8.0,28.0,17.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Maharashtra,Ulhasnagar,"Octroi Naka, PawaiChowk, Vithalwadi",,9.0,33.0,19.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Manipur,Imphal,Secretariat Building,,2.0,24.0,5.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Meghalaya,Khliehriat,"O/o BDO, C & R.D. BlockKhliehriat",,2.0,4.0,3.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Meghalaya,Byrnihat,"EPIP, RiBhoi district",,9.0,22.0,16.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Meghalaya,Dawki,"Terrace building, Jaintia Hills District",,2.0,5.0,3.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Meghalaya,Nongstoin,"Office Premises of E.E, PHED",,2.0,5.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Meghalaya,Shillong,"Boards Office Permises, Lumpyngngad",,2.0,3.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Meghalaya,Shillong,State Tuberculosis Hospital,,3.0,22.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Meghalaya,Shillong,"Forest Rest House, Polo Hills",,2.0,5.0,4.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Meghalaya,Shillong,"41/2 mile, Mylliem Range Office",,2.0,4.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Meghalaya,Tura,"PHED, Araimille, West Garo Hills District",,2.0,4.0,3.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Meghalaya,Umiam / Umsning,"Umiam Industrial Complex, RiBhoi District",,2.0,5.0,4.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Mizoram,Aizawl,"Khatla, M.GRoad, Mizoram SPCB",,2.0,3.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Mizoram,Aizawl,"Dawrpui Y.M.A, Building, Dawrpui",,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Mizoram,Aizawl,"Lengpui Airport, Model Veng, Lengpui",,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Mizoram,Champhai,"D.T.O Office Building, Kahrawt veng",,2.0,4.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Mizoram,Champhai,"Lalzidinga building, Vengthlang",,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Mizoram,Kolasib,"H. Lalthuama Building, Project Veng",,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Mizoram,Kolasib,"Synod Bookroom, Building Diakkawn",,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Mizoram,Lunglei,"Thangkhuma Building, Salem Veng",,2.0,3.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Mizoram,Lunglei,"K.Lalliantluanga, Chanmari I, Lunglei",,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Nagaland,Dimapur,Bank Colony,,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Nagaland,Dimapur,Dhobinala,,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Nagaland,Dimapur,"Signal point, Dimapur, Nagaland SPCB",,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Nagaland,Dimapur,"House no288, TenyipheI, Chumukiedima, Dimapur",,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Nagaland,Dimapur,"Vidya Bhawan School, Lane 17, Nagarjan, Kuda Village, Dimapur",,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Nagaland,Dimapur,"House no 24, Near community Hall, Viola colony, Dimapur",,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Nagaland,Dimapur,"ERJO Motors, Burma Camp, Dimapur",,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Nagaland,Kohima,Opposite NST Office,,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Nagaland,Kohima,Opposite War Cemetery,,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Angul,Industrial Estate,,5.0,17.0,10.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Angul,NALCO Township,,6.0,25.0,9.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Balasore,Sahadevkhunta,,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Balasore,DIC office,,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Balasore,Rasalpur near Balgopalpur I/A,,6.0,9.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Berhampur,Regional Office Orissa SPCB,,2.0,7.0,4.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Berhampur,IRC Village,,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Berhampur,Office Premises Bhubaneswar,,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Berhampur,"Patrapara, Khandagiri",,2.0,3.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Berhampur,Chandrashekharpur,,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Bonaigarh,Govt. Hospital Bonai At/Po/PSBonai DistSudargarh,,4.0,19.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Bonaigarh,P.H.D Office Barabati,,2.0,5.0,4.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Bonaigarh,"R.O. Cuttack Office, Surya Vihar",,2.0,6.0,3.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Jharsuguda,R.O. Building Cox colony,,4.0,16.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Jharsuguda,"TRL Colony, M/s. TRL Krosaki Refractories Ltd. PO: Bhepahar,",,5.0,16.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Kalinga Nagar,RO Office Building,,2.0,4.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Konark,Konark Police Station,,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Paradeep,On roof of PPT Staff Quarter,,9.0,25.0,18.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Paradeep,On roof of PPL Gueest,,9.0,26.0,18.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Puri,Town Police Station,,2.0,2.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Rajgangpur,"DISIR, Rajgangpur",,4.0,17.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Rayagada,Regional Office Orissa SPCB,,2.0,8.0,4.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Rayagada,"LPS High School, Jaykaypur",,2.0,7.0,4.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Rourkela,"Regional Office, ORPB",,2.0,16.0,6.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Rourkela,Kalunga Industrial Estate,,4.0,23.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Rourkela,"IDL Police Outpost, Sonaparbat",,2.0,16.0,6.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Rourkela,"Kuarmunda, Sundergarh",,4.0,18.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Sambalpur,"Filter Plant, PHD Office, Modipara",,2.0,10.0,5.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Talcher,Coal Field Area,,7.0,12.0,9.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Odisha,Talcher,T.T.P.S.Colony,,7.0,13.0,10.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Puducherry,"DSTC Office Upstairs, PHB 3rd Floor, AnnaNagar",,2.0,6.0,3.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Puducherry,PIPDIC Ind. Estate Mettupalayam,,2.0,6.0,3.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Puducherry,Chamber Of Commerce,,2.0,4.0,3.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Karaikal,"B.Ed College (PKCE), Nehru Nagar",,2.0,3.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Karaikal,"Govt. Tourist Home, Kovilpathu",,2.0,3.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Karaikal,"M/s Puducherry Power Corporation Limited, Polagam, T.R. Pattinam,",,2.0,3.0,2.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Amritsar,R.O. Focal Point (earlier Nagina soap factory),,11.0,16.0,13.0,2020,"Calendar Year (Jan - Dec), 2020"
2021,West Bengal,Siliguri,,,,,5.0,2021,"Calendar Year (Jan - Dec), 2021"
2020,Puducherry,Amritsar,"Vinod Chilling Center / Kochar Bhavan (earlier A1,Platers)",,9.0,30.0,13.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Aspal Khurd (Tapa),"Vill:Aspal Khurd, Teh:Tapa",,2.0,13.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Bara Pind (Goraya),"Vill:Bara Pind, Teh:Goraya",,5.0,9.0,6.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Bhatinda,"Bathinda Milk Producers, Dabwali Road",,3.0,10.0,6.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Binjon (Garshankar),"CHC, Vill:Binjon, Teh: Garshankar",,4.0,9.0,6.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Bishanpura (Payal),"Longowalia Yarns (UnitII), VillBishanpura, Teh: Payal",,4.0,19.0,9.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Changal (Sangrur),"Mastuana Sahib, Vill:Changal, Teh:Sangrur",,3.0,12.0,6.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Dera Baba Nanak,CPYTE Building,,4.0,11.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Dera Bassi,"Punjab Chem and Crop Protection, Bhanakarpur Rd",,3.0,12.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Dera Bassi,"Winsome Yarns Ltd., Barwala Road",,2.0,11.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Fatehpur (Samana),"Baba Banda Singh Bahadur College, Vill:Fatehpur, Teh:Samana",,2.0,14.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Gobindgarh,"Modi Oil and General Mills, Mandi",,4.0,12.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Gobindgarh,"Raj Steel Rolling Mills, Mandi",,4.0,14.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Gobindgarh,"United Rolling Mills, Mandi Gobindgarh",,3.0,15.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Guru Ki Dhab (Kotkapura),"Vil:Guru Ki Dhab / Basti Himmatpura, Teh:Kotkapura",,2.0,11.0,5.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Jaito Sarja (Batala),"Royal Nursing College, Vill: Jaito Sarja, Teh: Batala",,4.0,9.0,5.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Jalandhar,Municipal Council Tubewell No. 27,,10.0,20.0,13.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Jalandhar,Regional Office,,10.0,20.0,13.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Jalandhar,"Punjab Maltex , Kapurthala Road",,7.0,18.0,10.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Jalandhar,Focal Point,,9.0,15.0,12.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Kharaori (Sirhind),"Vill:Kharaori, Teh:Sirhind",,2.0,12.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Kotladoom (Ajnala),"Satyam College, Ramtirath Road, Vill: Kotladoom, Teh: Ajnala",,4.0,9.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Ludhiana,Bharat Nagar Chowk / RO Gill Road,,5.0,16.0,8.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Ludhiana,"Nahar Spining Mlls, Dholewal Chawk",,5.0,17.0,8.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Ludhiana,"Ludhiana Coop. Milk Producer, Ferozpur Rd",,4.0,32.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Ludhiana,"PPCB Office Building, Vishavkarma Chowk",,7.0,39.0,10.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Mukandpur (Nawashahar),"Govt. Senior Sec. School, Vill:Mukandpur, Teh:Nawashahar",,8.0,13.0,9.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Mureedke (Batala),"Johal Farm, Vill: Mureedke, Teh: Batala",,4.0,11.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Naudhrani (Malerkotla),"Vill:Naudhrani, Teh:Malerkotla",,2.0,12.0,6.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Naya Nangal,Punjab Alkalis & Chemicals Ltd,,3.0,15.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Naya Nangal,"M/s NFL Guest House,Naya Nangal",,2.0,13.0,8.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Patiala,"Ceylon Industries, Factory Area, Patiala",,2.0,11.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Patiala,"Fire Brigade Station, Bahera Road, Patiala",,2.0,12.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Qila Bharian (Sangrur),"Gurdwara Gangsar Sahib, Vill:Qila Bharian, Teh:Sangrur",,2.0,19.0,6.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Rakhra (Patiala),"Shree Ganesh Group of Institute, Vill:Rakhra, The:Patiala",,2.0,13.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Rohila (Samrala),"Gopimal Kaur Sain Industries Pvt. Ltd, Vil:Rohila, Teh:Samrala",,5.0,15.0,8.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Puducherry,Tirathpur (Amritsar I),"United ITI, Vill: Tirathpur, Teh:Amritsar I (earlier Sriguru Harkishan Public School,Rasulpur Kalan)",,5.0,10.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Alwar,Rajasthan State Pollution Control Board,,6.0,15.0,10.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Alwar,Gaurav Solvex Ltd. MIA,,9.0,18.0,14.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Alwar,"RIICO Pump House, MIA",,10.0,17.0,13.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Bharatpur,Khadi Gramoday Samiti,,7.0,13.0,9.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Bharatpur,RIICO office Building,,7.0,11.0,8.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Bharatpur,"RO, Building",,6.0,10.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Bhiwadi,R.O.Building,,11.0,62.0,32.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Bhiwadi,UIT Guest House,,6.0,43.0,21.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Bhiwadi,Uttam Strips Ltd,,7.0,56.0,29.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Chittorgarh,"Regional Office building, RSPCB, Near FCI Godown, Chnaderiya",,6.0,20.0,10.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Chittorgarh,"Veterinary Hospital, Meeranagar",,5.0,18.0,9.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Chittorgarh,"PHED Pump House, Segawa",,4.0,14.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Jaipur,Ajmeri Gate,,4.0,12.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Jaipur,"RJPB Office,Jhalana Doongari",,4.0,12.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Jaipur,"District Education Officer, Chandpole",,4.0,11.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Jaipur,"RIICO Office, M.I.A.",,4.0,13.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Jaipur,"RSPCB, Vidyadhar Nagar",,4.0,16.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Jaipur,VKIA,,5.0,17.0,9.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Jaipur,"22,Godam, RIICO Office",,4.0,17.0,6.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Jaipur,Mansarovar Nagar Niigam,,4.0,10.0,6.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Jaipur,RIICO Office Sitapura Industrial Area,,5.0,13.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Jodhpur,"DIC Office, Industrial Estate",,2.0,11.0,5.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Jodhpur,Sojati Gate,,2.0,11.0,6.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Jodhpur,"Basni Industrial Area, RIICO Office",,2.0,16.0,5.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Jodhpur,Maha Mandir Police Thane,,2.0,12.0,5.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Jodhpur,"Office of Housing Board, Chopasani Road",,2.0,10.0,5.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Jodhpur,Shastri Nagar Police Thana,,2.0,11.0,5.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Jodhpur,Kudi Mahila Thana,,2.0,11.0,5.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Jodhpur,Sangariya Police Choki,,2.0,15.0,6.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Jodhpur,SoorsagarThana,,2.0,10.0,4.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Kota,"Regional Office, RJPB, Anantpura",,5.0,8.0,6.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Kota,Municipal Corporation Building,,5.0,14.0,6.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Kota,Samcore Glass Ltd.,,6.0,9.0,6.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Kota,FireStation Nagar Nigam Shrinathpuram,,5.0,14.0,6.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Udaipur,Ambamata,,4.0,8.0,5.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Udaipur,Town Hall,,5.0,15.0,9.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Rajasthan,Udaipur,"Regional Office,MIA",,5.0,15.0,10.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Sikkim,Chungthang,Chungthang,,3.0,9.0,5.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Sikkim,Gangtok,"White Hall Complex, Tasi view point",,3.0,14.0,6.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Sikkim,Mangan,Mangan Police Station,,2.0,7.0,4.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Sikkim,Namchi,Namchi,,3.0,9.0,5.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Sikkim,Pelling,The Pelling Girls Hostel,,3.0,6.0,4.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Sikkim,Rangpo,Rangpo Fire Station,,3.0,14.0,7.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Sikkim,Ravangla,Ravangla Range Office,,3.0,6.0,4.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Sikkim,Singtam,Police Station Building,,2.0,9.0,6.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Tamilnadu,Chennai,"Govt. High School, Manali",,6.0,18.0,14.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Tamilnadu,Chennai,Kathivakkam,,6.0,17.0,13.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Tamilnadu,Chennai,Thiruvottiyur,,7.0,18.0,13.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Tamilnadu,Chennai,Adiyar,,6.0,14.0,8.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Tamilnadu,Chennai,Kilpauk,,6.0,14.0,9.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Tamilnadu,Chennai,Thiyagaraya Nagar,,7.0,13.0,10.0,2020,"Calendar Year (Jan - Dec), 2020"
2020,Tamilnadu,Chennai,Nunbakgum,,6.0,13.0,9.0,2020,"Calendar Year (Jan - Dec), 2020"
