ROWID,Country,State lgd code,State,Station code,Station name,Minimum temperature for ground water in celsius,Maximum temperature for ground water in celsius,Minimum potential of hydrogen value in water,Maximum potential of hydrogen value in water,Minimum conductivity level,Maximum conductivity level,Minimum biochemical oxygen demand,Maximum biochemical oxygen demand,Minimum  of nitrate n + nitrite n required required for ground water,Maximum  of nitrate n + nitrite n required required for ground water,Minimum  of faecal coliforms required for ground water,Maximum   of faecal coliforms required for ground water,Minimum  of total coliform required for ground water,Maximum  of total coliform required for ground water,Source year,Year code,Year
2992,India,27,Maharashtra,2835,"Dug well No. 2, owned  by Group Gram Panchayat, Brahmanwadi-  Anjanwel. Village- Anjanwel, Taluka- Guhagar, District- Ratnagiri.",28,28,7.2,7.2,89,89,2.8,2.8,1.58,2,,,90,90,2013,2013,"Calendar Year (Jan - Dec), 2013"
2993,India,24,Gujarat,1952,SURENDRANAGAR,28,28,8.4,8.4,309,309,3,3,510.1,510,,,3300,3300,2013,2013,"Calendar Year (Jan - Dec), 2013"
2994,India,8,Rajasthan,2971,"RIICO TUBE WELL, RIA,  NEEMRANA, RAJASTHAN",28,28,7.6,8,1900,2000,0.6,3,1.2,1,,,4,4,2013,2013,"Calendar Year (Jan - Dec), 2013"
2995,India,5,Uttarakhand,1748,HANDPUMP IN VILLAGE  DAMAUDA AT KASHIPUR NEAR  M/S INDIA GLYCOLES LTD.,28,30,7.5,7.5,240,360,2.4,3.2,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2996,India,24,Gujarat,3215,"BOREWELL NEAR MUNICIPAL SOLID  WASTE SITE- GYASPUR,",28,29,7.4,7.9,3220,3628,1.4,3.6,2.6,7.4,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
2997,India,36,Telangana,1810,"B/W - SRI RAMNAGAR COLONY,  SAKKAR NAGAR, BODHAN, NIZAMABAD DIST.  , A.P",28,28,7.18,7.6,1014,2044,2.5,3.8,38,41,,,46,62,2012,2012,"Calendar Year (Jan - Dec), 2012"
2998,India,19,West Bengal,2542,DWARIKA AT BISHNUPUR TOWN,28,31,6.4,6.7,140,891,0.4,4.5,0.088,1.04,,,,,2013,2013,"Calendar Year (Jan - Dec), 2013"
2999,India,19,West Bengal,2547,"AMTOLA ON DIAMOND  HARBOUR ROAD, 24 PARGANAS  (S)",28,28,7.5,7.8,273,9146,3.5,5.7,0.12,0.19,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3000,India,34,Puducherry,1689,"CHUNMBAR RIVER, PONDICHERRY",28,32,7.8,8.5,696,1474,1,14,0,0.1,,,,,2014,2014,"Calendar Year (Jan - Dec), 2014"
3001,India,34,Puducherry,2447,PANTHAKKAL,28,28,5.8,5.8,103,103,,,2.196,3,,,,,2013,2013,"Calendar Year (Jan - Dec), 2013"
3363,India,31,Lakshadweep,4571,WELL NEAR HARBOR COTTAGE,29.9,29.9,,,8100,8490,,,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3003,India,10,Bihar,2580,"HAND PUMP WATER FROM NAGAR PARISHAD, BHABHUA",28,28,7.2,7.2,159,159,,,0,0,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3004,India,34,Puducherry,1454,"WELL AT KALAPET, PONDI.  UNIVER. ADMN. BLOCK, PONDICHERRY",28,31,6.1,6.2,182,212,,,0.796,1,,,,,2013,2013,"Calendar Year (Jan - Dec), 2013"
3005,India,34,Puducherry,2446,PALLUR,28,28,6.78,6.78,280,280,,,0.3,0.8,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
3006,India,22,Chhattisgarh,1623,AT BILASPUR REGION,28,34,7.5,8,360,416,,,0.5,0.6,,,8,8,2016,2016,"Calendar Year (Jan - Dec), 2016"
3007,India,23,Madhya Pradesh,3841,"GROUND WATER SARVESWAR  RAJA COLONY JAYANT,  SINGROULI",28,28.5,7.5,7.6,400,410,,,2.62,2.63,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3008,India,23,Madhya Pradesh,3843,"GROUND WATER NEAR  ENTRANCE GAGE OF  VIVEKANANAD STATUE, NIGAHI,  SINGROULI",28,28.5,7.5,7.6,420,430,,,0.13,0.19,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3009,India,10,Bihar,1842,GAYA,28,28,8.2,8.2,425,425,,,,,,,,,2013,2013,"Calendar Year (Jan - Dec), 2013"
3010,India,34,Puducherry,2010,METTUPALAYAM,28,32,5.86,6.05,515,734,,,3.4,4.193,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
3011,India,10,Bihar,1827,PATNA,28,28,7.2,7.2,532,532,,,,,,,,,2013,2013,"Calendar Year (Jan - Dec), 2013"
3012,India,23,Madhya Pradesh,3837,"GROUND WATER PRIMARY  SCHOOL DHOBI GHAT, DIST  SINGROULI",28,28,7.5,7.6,550,560,,,1.56,1.56,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3013,India,10,Bihar,1829,PATNA,28,28,8.2,8.2,580,580,,,,,,,,,2013,2013,"Calendar Year (Jan - Dec), 2013"
3014,India,10,Bihar,3156,SAMASTIPUR (SPECIFY  LOCATION),28,31,7.3,7.3,590,1200,,,,,,,,,2013,2013,"Calendar Year (Jan - Dec), 2013"
3015,India,10,Bihar,1828,PATNA,28,28,7.4,7.4,662,662,,,,,,,,,2013,2013,"Calendar Year (Jan - Dec), 2013"
3016,India,10,Bihar,1832,"GROUND WATER NEAR TAP  WATER IN CAMPUS OF KALI  ASTHAN, BEGUSARAI",28,28,7.5,7.5,673,673,,,0.1,0.1,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3017,India,34,Puducherry,1689,"CHUNMBAR RIVER, PONDICHERRY",28,30,7.9,8.9,675,718,,,0.05,0.05,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
3018,India,10,Bihar,2597,SIWAN BOREWELL WATER AT COLLECTRIATE CAMPUS,28,28,7.4,7.5,739,1610,,,0,0,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3019,India,36,Telangana,16,WELL AT TADAVAI A.P.,28,28,7.6,7.6,753,753,,,13,13,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3020,India,31,Lakshadweep,1597,WELL NEAR BADER PALLI,28,30,7.5,7.6,756,781,,,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3021,India,38,The Dadra And Nagar Haveli And Daman And Diu,1440,WELL AT SOMNATH INDL ESTATE,28,31,7,7.4,771,1660,,,0.3,2.1,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
3022,India,36,Telangana,4278,"B/W AT AUROBINDO, HATNUR, SANGAREDDY",28,33,6.5,7.1,798,4340,,,7.6,30.7,,,,,2018,2018,"Calendar Year (Jan - Dec), 2018"
3023,India,24,Gujarat,1953,GROUND WATER AT JAMNAGAR,28,30,7.3,7.7,910,1020,,,0.3,0.31,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3024,India,23,Madhya Pradesh,2146,"BHAGATPURI VILLAGE, NAGDA",28,28,7.5,7.5,920,920,,,5.1,5.1,,,110,110,2014,2014,"Calendar Year (Jan - Dec), 2014"
3025,India,23,Madhya Pradesh,2149,"CULVERT ON A.B. ROAD, MAKSI",28,28,7.1,7.1,1000,1000,,,6,6,,,40,40,2014,2014,"Calendar Year (Jan - Dec), 2014"
3026,India,10,Bihar,3151,MOHANIA HAND PUMP WATER AT MOHANIA GUEST HOUSE,28,28,7.3,7.3,1130,1130,,,0,0,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3027,India,34,Puducherry,2014,"VADAMATTAM, KARAIKAL",28,28.5,7.1,7.5,1446,1548,,,0.1,1.2,,,,,2014,2014,"Calendar Year (Jan - Dec), 2014"
3028,India,36,Telangana,1792,"B/W -NEAR CKM COLLEGE ,  ENUMAMULA (V) , WARANGAL  DIST.",28,28,8.1,8.1,1637,1637,,,12,12,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3029,India,34,Puducherry,2446,WELL AT PALLUR,28,28,6.3,6.3,1743,1743,,,0.36,0.36,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3030,India,24,Gujarat,3246,"BOREWELL OF GIDC OFFICE,  SHANKAR TEKRI,  UDHYOGNAGAR, JAMNANGAR",28,28,7.2,7.7,1920,1950,,,0.3,0.33,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3031,India,24,Gujarat,4411,"BOREWELL OF MR.  HITENDRABHAI LAKHMANBHAI  KER SHIV SAI PARK, NEW  SMASHAN ROAD,  GANDHINAGAR",28,28,8.1,8.2,2210,2240,,,0.28,0.3,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3032,India,36,Telangana,1810,"B/W - SRI RAMNAGAR COLONY,  SHAKKAR NAGAR, BODHAN,  NIZAMABAD DIST.",28,28,7.4,7.4,2652,2652,,,25.37,25.37,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3034,India,8,Rajasthan,2985,"WELL OF GIRDHARI RAM  MEGHWAL, VILLAGE-  NANDWAN, JODHPUR",28.1,32.3,6.9,7.3,12000,13100,2.8,3.2,12,12.3,3,3,4,4,2016,2016,"Calendar Year (Jan - Dec), 2016"
3035,India,31,Lakshadweep,1606,WELL (PUBLIC )OPPOSITE  S.B.SCHOOL,28.1,30.7,7,7.5,648,834,,,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3036,India,32,Kerala,1585,"VYTTILA,ERNAKULAM DISTT.",28.2,30.1,6.9,7.7,334,629,0.7,1,1.1,4.6,4,21,6,32,2016,2016,"Calendar Year (Jan - Dec), 2016"
3037,India,32,Kerala,1585,"VYTTILA, ERNAKULAM DISTT. ,  KERALA",28.2,29,7.7,7.7,230,580,1.2,4.9,0.7,9.7,11,140,210,700,2014,2014,"Calendar Year (Jan - Dec), 2014"
3038,India,31,Lakshadweep,4553,WELL C/O J.B. SCHOOL (N),28.2,30.7,7.3,7.5,1408,1614,,,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3039,India,31,Lakshadweep,1601,WELL C/O CIRCUIT  HOUSELAKSHDWEEP,28.3,30.7,6.6,7.5,695,3660,,,0,0,7000,11000,4000,420000,2014,2014,"Calendar Year (Jan - Dec), 2014"
3040,India,13,Nagaland,2901,"OPENWELL AT LUNGWIRAM  VILLAGE, DIMAPUR",28.3,29.4,6,6.7,302,461,,,2.6,16,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3041,India,31,Lakshadweep,1598,WELL C/O PUTHIYA PALLI,28.3,30.7,7,7,587,7899,,,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3042,India,31,Lakshadweep,4550,WELL C/O KENDRIYA VIDYALAYA,28.3,30,7.5,7.9,2914,4860,,,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3043,India,31,Lakshadweep,4551,WELL NEAR J.B. SCHOOL (E)  WITH MOTOR),28.4,29.8,7.4,7.5,1067,1697,,,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3044,India,31,Lakshadweep,1603,"WELL C/O OLD POLICE  BARRACKS,",28.4,30.6,7,7.5,1926,5140,,,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3045,India,32,Kerala,1584,"CHERTHALA,ALLEPPY",28.5,29,7.7,7.8,180,206,0.4,1.1,0.1,0.2,0,0,150,160,2016,2016,"Calendar Year (Jan - Dec), 2016"
3046,India,23,Madhya Pradesh,3854,TUBE WELL WATER SAMPLE OF SIDHI CITY,28.5,30,7.1,7.4,0,1,0.8,1,5.2,6.36,2,2,4,6,2017,2017,"Calendar Year (Jan - Dec), 2017"
3047,India,19,West Bengal,1935,INSIDE KOLKATA LEATHER  COMPLEX,28.5,29,7.1,7.4,1450,1472,0.4,1,0,0.2,2,2,8,8,2014,2014,"Calendar Year (Jan - Dec), 2014"
3048,India,34,Puducherry,2014,"WELL AT VADAMATTAM,  KARAIKAL",28.5,29,8.1,8.6,1328,1598,,,0.81,1.18,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3049,India,32,Kerala,3474,"WELL AT PAYANOOR, KANNUR",28.5,28.5,7,7.7,156,216,0.9,1.8,2,2.5,2,5,11,21,2014,2014,"Calendar Year (Jan - Dec), 2014"
3050,India,23,Madhya Pradesh,3854,TUBE WELL WATER SAMPLE OF  SIDHI CITY,28.5,28.5,7.1,7.1,739,739,0.9,0.9,1.31,1.31,6,6,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3051,India,32,Kerala,2320,MANJERI,28.5,29.5,6.3,6.8,234,240,0.3,0.7,0.8,3.4,0,22,0,110,2014,2014,"Calendar Year (Jan - Dec), 2014"
3052,India,30,Goa,2281,WELL AT CORLIM INDL. ESTATE,28.5,30,5.4,6.1,45,1420,0.2,1.1,0.1,0.3,23,49,79,170,2014,2014,"Calendar Year (Jan - Dec), 2014"
3053,India,32,Kerala,2320,MANJERI,28.5,28.5,5.9,6.6,160,187,0.9,0.9,4.7,4.73,30,350,80,600,2012,2012,"Calendar Year (Jan - Dec), 2012"
3054,India,32,Kerala,1589,"MALAPURAM , KERALA",28.5,28.5,6,6.2,210,370,0.8,1,1.6,3.7,8,500,30,700,2012,2012,"Calendar Year (Jan - Dec), 2012"
3055,India,31,Lakshadweep,1603,"WELL C/O OLD POLICE  BARRACKS, LAKSHDWEEP",28.5,30.9,6.9,7.4,1513,4830,,,0,0,1000,26000,4000,183000,2014,2014,"Calendar Year (Jan - Dec), 2014"
3056,India,30,Goa,3194,BORE WELL AT  BETHORA INDUSTRIAL  ESTATE,28.5,29.7,5.3,7.5,109,109,0.2,0.5,1.9,3.2,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3057,India,19,West Bengal,1943,"INSIDE TATA METALIKS,  KHARAGPUR",28.5,30,7.48,7.74,627,635,0.3,0.5,0.1,0.16,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
3058,India,19,West Bengal,2510,GEOKHALI BUNGLOW MIDNAPUR- EAST,28.5,33,7.5,8,1005,1038,0.2,0.5,0,0.1,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3059,India,19,West Bengal,2529,GROUND WATER POINT NEAR  BURDWAN STATION,28.5,29,6.8,6.9,755,782,0.4,0.9,1.3,2.3,,,,,2016,2016,"Calendar Year (Jan - Dec), 2016"
3060,India,19,West Bengal,2543,SDO OFFICE AT BISHNUPUR TOWN,28.5,29,6.2,6.64,126,220,1.03,2.4,0.09,0.112,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
3061,India,31,Lakshadweep,4548,WELL NEAR KENDRIYA  VIDYALAYA,28.5,30.1,7,7.5,1049,2030,,,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3064,India,31,Lakshadweep,1605,"WELL NEAR HALIPAD,  LAKSHDWEEP",28.6,30.8,7,7.6,1019,1800,,,0,0,3000,10000,4000,1120000,2014,2014,"Calendar Year (Jan - Dec), 2014"
3065,India,5,Uttarakhand,3447,GROUND WATER AT KASHIPUR  MORADABAD ROAD- 2,28.6,28.6,7.3,7.3,320,320,1.8,1.8,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3066,India,31,Lakshadweep,4556,WELL C/O SOLAR PLANT,28.7,29.9,7,7.6,830,945,,,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3067,India,13,Nagaland,2902,"BOREWELL AT THAHEKHU VILLAGE, DIMAPUR",28.8,28.8,7.1,8.5,9,376,,,0,0.12,,,,,2017,2017,"Calendar Year (Jan - Dec), 2017"
3068,India,23,Madhya Pradesh,3343,"TUBE WELL NEAR INDUSTRIAL  AREA UDYOG VIHAR , CHURAT,  REWA",28.9,28.9,6.9,6.9,1425,1425,1,1,3.83,3.83,6,6,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3069,India,31,Lakshadweep,1604,WELL C/O MPSAF QUARTER,28.9,30.1,7,7,3046,9510,,,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3070,India,19,West Bengal,1939,BARRAKPORE MUNICIPALITY,29,29,7,7.5,410,735,0.1,0.9,0.6,0.9,0,0,0,0,2016,2016,"Calendar Year (Jan - Dec), 2016"
3071,India,22,Chhattisgarh,1622,"GROUND WATER AT BILASPUR  REGION, CHHATISGARH.",29,34,7.5,7.6,364,448,0,0,0.15,0.3,2,2,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3072,India,3,Punjab,2929,"ROPAR, PUNJAB",29,29,7.3,7.5,512,544,0,0,0.2,4.2,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3073,India,3,Punjab,2928,"ROPAR, PUNJAB",29,29,7.1,7.2,656,714,0,0,2.5,2.8,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3074,India,3,Punjab,2926,"NANGAL, PUNJAB",29,29,7,7.1,1076,1399,0,0,6.4,12,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3075,India,3,Punjab,2927,"NANGAL, PUNJAB",29,29,7,7.1,1155,1418,0,0,6.8,14,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3076,India,9,Uttar Pradesh,1740,"AT ROADWAYS BUS STATION, UNNAO, U.P",29,29,7.3,7.3,2475,2475,0,0,0.6,0.6,2,2,23,23,2018,2018,"Calendar Year (Jan - Dec), 2018"
3077,India,24,Gujarat,6,"WELL AT BARODA,",29,30,8.2,8.3,447,1752,0.2,0.2,0.39,0.8,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3078,India,21,Odisha,1653,"MANCHESWAR INDUSTRIAL  AREA, BHUBANESWAR /  CHANDRASHEKHARPUR",29,29,7.1,7.1,216,216,0.3,0.3,0.14,0.14,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3079,India,21,Odisha,1650,"CAPITAL HOSPITAL AREA, BHUBANESWAR",29,30,6.7,7.6,254,267,0.1,0.3,0.37,6.25,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3080,India,24,Gujarat,2094,WELL AT ANKLESHWAR  INDUSTRIAL AREA (BORE WELL  OF M/S INDUSTRIAL CARBON AT  ANKLESHWAR- RAJPIPLA ROAD.,29,29,7.1,7.1,3670,3670,0.3,0.3,0.3,0.3,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3081,India,24,Gujarat,1961,GROUND WATER AT GODHARA,29,29,7.1,7.1,790,790,0.4,0.4,0.56,0.56,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3082,India,24,Gujarat,3229,"GIDC, DAHOD, DAHOD",29,29,7,7,1047,1047,0.4,0.4,0.48,0.48,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3083,India,24,Gujarat,3228,"GIDC, HALOL, PANCHMAHAL",29,29,7.2,7.2,3090,3090,0.4,0.4,0.5,0.5,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3084,India,24,Gujarat,3239,"BOREWELL OF GIDC, SOJITRA",29,31,8,8.1,3090,3150,0,0.4,0.5,0.6,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
3085,India,21,Odisha,1645,"MADHUPATNA- KALYAN NAGAR  AREA, CUTTACK, ORISSA",29,31,6.8,8.5,435,642,0.3,0.5,2.269,5,2,2,2,2,2013,2013,"Calendar Year (Jan - Dec), 2013"
3086,India,19,West Bengal,1940,NEAR THE PHOSPHATE COMPANY-RISHRA,29,29,7.8,8.7,520,524,0.4,0.5,0.1,0.2,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
3087,India,28,Andhra Pradesh,1516,B W OF NAVLOK GARDENS  NELLORE,29,29,7.46,8.04,696,1082,0.5,0.5,0.48,0.87,2,2,800,800,2012,2012,"Calendar Year (Jan - Dec), 2012"
3088,India,21,Odisha,3969,"NEAR RAILWAY STATION,  SAMBALPUR",29,32,7,7.6,606,1738,0.1,0.6,6.36,6.88,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3089,India,24,Gujarat,3228,"GIDC, HALOL, PANCHMAHAL",29,30,7.4,7.5,2900,2970,0.3,0.6,0.46,2.26,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3090,India,24,Gujarat,3244,"BOREWELL NEAR TSDF OF  BHARUCH ENVIRO  INFRASTRUCTURE LIMITED,  ANKLESHWAR, BHARUCH",29,29,6.8,6.8,4120,4120,0.6,0.6,0.31,0.31,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3091,India,28,Andhra Pradesh,1520,BOREWELL NEAR  SWARNAMUKHI RIVER AT  SRIKALAHASTI,29,30,6.7,7.4,789,830,0.5,0.8,1.2,2.14,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3092,India,19,West Bengal,2537,BOLPUR NEAR RAILWAY STATION,29,29,6.7,6.8,434,887,0.8,0.9,0.9,1,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
3093,India,19,West Bengal,2537,BOLPUR NEAR RAILWAY  STATION,29,30,7.9,8.1,569,1056,0.8,0.9,0.71,0.92,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3094,India,23,Madhya Pradesh,3334,TUBE WELL NEAR BUS STAND AT BETUL,29,29,7.4,7.7,326,330,1,1,1,1.3,2,2,130,220,2018,2018,"Calendar Year (Jan - Dec), 2018"
3095,India,19,West Bengal,2533,SURI TOWN NEAR BUS STAND,29,30,6.9,7.1,742,754,0.8,1,0.2,0.6,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
3096,India,28,Andhra Pradesh,1519,BOREWELL AT NAGIRI,29,30,6.6,7,1820,2160,0.5,1,1.7,2.9,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3097,India,24,Gujarat,3,WELL AT AHMEDABAD,29,30,7.4,7.6,1329,1372,0.6,1.1,0.02,0.44,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3098,India,24,Gujarat,2098,"BORE WELL OF PIRANA  TERMINAL PUMPING STATION,PIRANA, NR. V. N. BRIDGE,  AHMEDABAD.",29,30,7.1,7.2,2949,3245,1,1.1,0.11,0.12,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3099,India,19,West Bengal,1935,INSIDE KOLKATA LEATHER COMPLEX,29,30,7.6,7.9,1421,1576,0.6,1.3,0.11,0.14,2,2,2,9,2017,2017,"Calendar Year (Jan - Dec), 2017"
3100,India,24,Gujarat,1954,BHUJ,29,29,7.7,8.5,3110,3150,1.3,1.3,0.4,1.2,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3101,India,24,Gujarat,1954,BHUJ,29,29,7.6,7.6,3740,3740,1.3,1.3,3.1,3.1,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
3102,India,24,Gujarat,1948,GROUND WATER AT  BHAVNAGAR,29,29,8,8.1,1380,1410,1.2,1.4,0.1,0.23,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3103,India,24,Gujarat,3243,"BOREWELL OF GIDC, VARTEJ,  BHAVNAGAR",29,30,7.7,7.9,3080,3200,1.4,1.4,0.06,0.34,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3104,India,18,Assam,2253,"GROUND WATER FROM NALBARI, ASSAM",29,30,6.3,6.8,188,195,1,1.5,0.2,2.3,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
3105,India,21,Odisha,1649,"KHANDAGIRI AREA, BHUBANESWAR",29,29,7,7.6,236,904,1.4,1.6,0.13,6.57,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3106,India,19,West Bengal,2535,VISVA BHARATI,29,35,7.3,7.3,484,538,1.2,1.6,0.26,0.93,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3107,India,19,West Bengal,1778,"DOMJUR HOWRAH, WEST BENGAL",29,29,7.7,8,676,786,0.4,1.6,0.2,0.24,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3108,India,24,Gujarat,1949,AMRELI,29,33,8,8,1510,1530,1.4,1.6,0.15,0.18,2,2,2,4,2017,2017,"Calendar Year (Jan - Dec), 2017"
3109,India,30,Goa,3195,BORE WELL AT MADKAIM INDUSTRIAL ESTATE,29,30,6.2,6.4,70,95,0.9,1.7,0.7,0.9,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
3110,India,24,Gujarat,3242,"BOREWELL NEAR TSDF OF  GUJARAT MARITIME BOARD,  ALANG, BHAVNAGAR",29,30,8,8.1,1890,1910,1.6,1.8,0.25,0.34,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3111,India,24,Gujarat,2084,BORE WELL OF PALSANA VILLAGE.,29,30,7.1,7.8,2791,2888,1.2,1.9,0,2.53,2,2,2,2,2017,2017,"Calendar Year (Jan - Dec), 2017"
3112,India,30,Goa,2278,WELL AT SANCOALE INDL.ESTATE,29,29,6.5,7.1,84,106,1.4,2,1.3,1.4,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
3113,India,19,West Bengal,2546,ULUBERIA COLLEGE AT HOWRAH,29,34,7.6,8.2,928,1066,0.6,2.2,0.07,0.1,2,2,2,4,2017,2017,"Calendar Year (Jan - Dec), 2017"
3114,India,24,Gujarat,1969,"SARIGAM VILLAGE (D/S OF  INDUSTRIALAREA), VAPI",29,29,8,8,1354,1354,2.2,2.2,0.33,0.33,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3115,India,19,West Bengal,2528,GROUND WATER POINT INSIDE  BURDWAN UNIVERSITY,29,29.5,7.1,7.5,752,796,0.8,2.5,0.4,0.5,2,2,4,4,2014,2014,"Calendar Year (Jan - Dec), 2014"
3116,India,27,Maharashtra,2200,Bore Well,29,29,7.8,7.8,928,928,4,4,0.1,0.1,2,2,94,94,2014,2014,"Calendar Year (Jan - Dec), 2014"
3117,India,30,Goa,2278,WELL AT SANCOALE INDL.ESTATE,29,29,7.1,7.1,68,68,,,0.78,0.78,2,2,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3118,India,30,Goa,3194,BORE WELL AT BETHORA  INDUSTRIAL ESTATE,29,29,6.5,6.5,120,120,,,0.83,0.83,2,2,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3119,India,10,Bihar,3155,SUPUAL HAND PUMP WATER AT BUS STAND,29,29,7,7.2,198,303,,,0,1,2,2,2,2,2018,2018,"Calendar Year (Jan - Dec), 2018"
3120,India,30,Goa,2282,WELL AT PILERNE INDUSTRIAL  ESTATE(M/S UNICHEM ),29,29,7.3,7.3,245,245,,,,,2,2,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3121,India,30,Goa,2279,"WELL AT ZUARI INDUSTRIES LTD,  ZUARI NAGAR",29,29,6.3,6.3,307,307,,,2.89,2.89,2,2,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3122,India,34,Puducherry,1397,WELL AT MUTHIALPET AREA(I)  RAMAKRISHNA NAGAR/  KRISHNA NAGAR,29,30,6.1,6.5,400,479,,,9.6,10.22,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3123,India,38,The Dadra And Nagar Haveli And Daman And Diu,2454,"WELL AT VILLAGE ATHAL, DADRA",29,33,7.2,7.3,538,655,,,0.3,1.8,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3124,India,10,Bihar,1829,"BORE WELL WATER FROM IGIMS CAMPUS, PATNA",29,32,6.9,7.5,556,634,,,0,0,2,2,4,4,2016,2016,"Calendar Year (Jan - Dec), 2016"
